ID_cliente,Permanencia,Genero_cliente,Cliente_Tercera_Edad,Pareja_Cliente,Dependientes_del_Cliente,Meses_del_Contrato,Servicio_telefonico,Multiples_lineas_telefonicas,Sus_Internet,Sus_Seguridad_online,Sus_Respaldo_online,Sus_Protección_al_Dispositivo,Sus_Soporte_Técnico,Sus_Tv_por_cable,sus_streaming_movies,Tipo_Contrato,Preferencia_Factura,Metodo_de_Pago,Gasto_Mensual,Gasto_Total,Cuentas_Diarias
4065-JJAVA,no,female,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,49.5,49.5,1.65
4067-HLYQI,no,female,0,no,no,33,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),70.4,2406.1,2.35
4070-OKWVH,no,female,0,yes,no,52,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,no,bank transfer (automatic),94.6,5025.8,3.15
4072-IPYLT,no,female,0,yes,yes,36,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,credit card (automatic),51.05,1815.0,1.7
4074-SJFFA,yes,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,mailed check,54.75,54.75,1.82
4075-JFPGR,no,female,0,yes,no,51,yes,no,fiber optic,yes,yes,yes,no,yes,no,one year,yes,electronic check,93.5,4619.55,3.12
4075-WKNIU,no,female,0,yes,yes,0,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,no,mailed check,73.35,,2.44
4077-CROMM,yes,female,0,yes,yes,31,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,104.2,3243.45,3.47
4077-HWUYD,no,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),87.55,6463.15,2.92
4078-SAYYN,yes,female,0,no,no,11,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.75,1129.75,3.36
4079-ULGFR,no,male,0,no,no,16,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.0,275.7,0.67
4079-VTGLK,no,male,1,yes,no,30,yes,yes,dsl,no,no,yes,no,yes,yes,two year,no,electronic check,74.85,2181.75,2.49
4079-WWQQQ,no,male,0,no,no,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),65.55,4807.45,2.18
4080-IIARD,no,female,0,yes,no,13,yes,yes,dsl,yes,yes,no,yes,yes,no,month-to-month,yes,electronic check,76.2,981.45,2.54
4080-OGPJL,yes,female,0,no,no,8,yes,yes,dsl,yes,no,no,yes,no,yes,month-to-month,no,electronic check,71.15,563.65,2.37
4081-DYXAV,yes,female,0,no,no,19,no,no,dsl,no,no,no,no,yes,yes,one year,yes,credit card (automatic),44.85,893.55,1.5
4083-BFNYK,no,female,1,yes,no,38,yes,yes,fiber optic,yes,yes,no,no,no,yes,one year,no,credit card (automatic),95.0,3591.25,3.17
4083-EUGRJ,yes,male,0,no,no,9,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.25,178.5,0.68
4086-ATNFV,no,female,0,yes,yes,34,yes,no,dsl,yes,yes,yes,no,no,no,one year,yes,mailed check,60.8,2042.05,2.03
4086-WITJG,no,male,0,yes,yes,71,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.7,1301.1,0.66
4086-YQSNZ,yes,female,1,yes,no,3,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.4,224.05,2.68
4087-ULYNQ,no reporta,female,0,yes,yes,47,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.25,873.4,0.68
4088-YLDSU,yes,male,0,yes,no,55,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,electronic check,104.15,5743.05,3.47
4090-KPJIP,no,female,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.95,212.4,2.5
4091-TVOCN,no,male,0,no,yes,48,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,yes,credit card (automatic),78.75,3682.45,2.62
4092-OFQZS,no,male,0,yes,no,20,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.65,417.5,0.69
4094-NSEDU,yes,female,1,no,no,21,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.25,1973.75,3.14
4097-YODCF,no,male,0,no,yes,34,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,yes,electronic check,103.8,3470.8,3.46
4098-NAUKP,no,male,1,yes,yes,68,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,84.65,5683.6,2.82
4102-BEFEK,no reporta,male,0,no,no,62,yes,no,no,no,no,no,no,no,no,two year,yes,credit card (automatic),20.05,1201.65,0.67
4102-HLENU,no,female,0,yes,no,67,yes,yes,dsl,yes,yes,yes,no,no,no,two year,no,mailed check,65.65,4322.85,2.19
4102-OQUPX,yes,male,1,yes,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.4,74.4,2.48
4104-PVRPS,no,male,0,yes,no,24,yes,no,dsl,yes,no,no,yes,no,no,month-to-month,no,mailed check,53.6,1315.35,1.79
4106-HADHQ,yes,male,0,yes,yes,39,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,no,credit card (automatic),80.0,3182.95,2.67
4109-CYRBD,no,male,1,yes,no,29,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,51.6,1442.0,1.72
4110-PFEUZ,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,69.55,69.55,2.32
4111-BNXIF,no,female,0,yes,yes,67,no,no,dsl,no,yes,yes,yes,yes,yes,two year,yes,electronic check,59.55,4103.9,1.98
4112-LUEIZ,yes,male,0,no,no,10,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.5,863.1,2.98
4114-QMKVN,no,female,0,yes,yes,56,yes,yes,dsl,yes,yes,no,no,no,yes,one year,no,bank transfer (automatic),68.75,3815.4,2.29
4115-BNPJY,no,male,0,yes,yes,29,yes,no,dsl,no,no,yes,yes,yes,yes,two year,no,mailed check,75.55,2054.4,2.52
4115-NZRKS,no,female,1,no,no,7,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.15,574.35,2.97
4115-UMJFQ,no,male,0,no,no,69,no,no,dsl,no,yes,yes,no,no,no,one year,yes,bank transfer (automatic),35.75,2492.25,1.19
4116-IQRFR,no,male,0,yes,yes,4,yes,yes,no,no,no,no,no,no,no,one year,no,credit card (automatic),24.1,73.1,0.8
4116-TZAQJ,yes,female,0,no,no,9,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),74.25,639.65,2.48
4118-CEVPF,no,female,1,no,no,35,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),110.8,3836.3,3.69
4119-ZYPZY,no,male,1,no,no,71,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,yes,electronic check,106.8,7623.2,3.56
4121-AGSIN,no,female,0,yes,yes,58,yes,yes,no,no,no,no,no,no,no,one year,yes,credit card (automatic),24.5,1497.9,0.82
4123-DVHPH,no,male,0,yes,no,9,yes,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,electronic check,88.05,801.3,2.94
4123-FCVCB,no,female,0,no,no,12,yes,yes,dsl,no,no,no,yes,yes,yes,one year,yes,mailed check,75.85,854.45,2.53
4123-VPQTQ,no reporta,female,0,no,no,3,yes,no,no,no,no,no,no,no,no,month-to-month,no,electronic check,19.55,61.05,0.65
4124-MMETB,yes,male,0,no,no,22,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,credit card (automatic),94.65,2104.55,3.16
4128-ETESU,no,female,1,yes,no,47,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,electronic check,99.7,4747.2,3.32
4129-LYCOI,no,female,0,no,yes,67,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,yes,electronic check,104.0,7039.05,3.47
4130-MZLCC,no,female,0,no,no,5,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),50.55,244.75,1.68
4132-KALRO,no,female,0,no,no,4,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,mailed check,100.85,399.25,3.36
4132-POCZS,no,male,0,yes,no,52,no,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,electronic check,39.9,2020.9,1.33
4134-BSXLX,no,male,0,yes,no,28,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,no,mailed check,60.9,1785.65,2.03
4135-FRWKJ,no,female,1,yes,yes,55,yes,yes,dsl,yes,no,yes,yes,yes,no,one year,no,electronic check,76.25,4154.55,2.54
4137-BTIKL,no,male,0,no,no,2,yes,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,no,mailed check,90.75,174.75,3.02
4137-JOPHL,no,female,0,no,no,50,yes,no,fiber optic,no,no,yes,yes,no,yes,two year,yes,bank transfer (automatic),89.7,4304.5,2.99
4138-NAXED,no,male,0,no,no,51,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),81.0,4085.75,2.7
4139-DETXS,no,female,0,yes,yes,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),64.45,4528.0,2.15
4139-JPIAM,no,male,0,no,no,51,no,no,dsl,yes,no,no,yes,no,yes,month-to-month,yes,credit card (automatic),44.45,2181.55,1.48
4139-SUGLD,yes,male,0,yes,yes,31,no,no,dsl,yes,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),35.4,1077.5,1.18
4140-MUHUG,yes,female,1,no,no,3,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,86.85,220.95,2.9
4140-TOILV,no reporta,male,0,yes,no,22,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),87.0,1850.65,2.9
4140-WJAWW,yes,female,0,no,no,5,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),19.85,108.05,0.66
4143-HHPMK,yes,male,0,no,no,52,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,85.35,4338.6,2.84
4143-OOBWZ,yes,male,0,yes,no,5,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,81.3,416.3,2.71
4145-UQXUQ,yes,female,1,no,no,8,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,92.1,729.95,3.07
4146-SVFUD,no,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.6,44.6,1.49
4154-AQUGT,yes,male,1,yes,no,13,yes,no,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),89.05,1169.35,2.97
4159-NAAIX,no,female,0,no,no,63,yes,yes,fiber optic,no,yes,no,no,yes,yes,two year,no,bank transfer (automatic),97.45,6253.0,3.25
4160-AMJTL,yes,female,1,no,no,8,yes,no,no,no,no,no,no,no,no,month-to-month,no,electronic check,19.65,164.3,0.65
4163-HFTUK,no,male,0,no,no,51,yes,no,no,no,no,no,no,no,no,one year,no,electronic check,19.1,1007.8,0.64
4163-KIUHY,no,male,0,no,no,35,yes,yes,no,no,no,no,no,no,no,month-to-month,yes,electronic check,25.6,901.25,0.85
4163-NCJAK,no,female,0,yes,no,46,yes,yes,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),24.45,1066.15,0.82
4174-LPGTI,yes,female,0,yes,yes,41,yes,no,dsl,no,yes,no,yes,no,yes,one year,yes,bank transfer (automatic),66.5,2728.6,2.22
4176-FXYBO,no,male,0,yes,no,54,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,no,electronic check,109.55,6118.95,3.65
4176-RELJR,no,male,1,no,no,67,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),25.1,1672.15,0.84
4177-JPDFU,no,male,0,no,no,12,no,no,dsl,no,yes,no,yes,no,no,month-to-month,no,mailed check,34.0,442.45,1.13
4178-EGMON,no,male,0,yes,no,70,yes,yes,fiber optic,yes,yes,no,yes,no,no,two year,yes,credit card (automatic),88.0,5986.45,2.93
4182-BGSIQ,no,female,0,yes,yes,10,yes,no,no,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),19.8,196.75,0.66
4183-MYFRB,no,female,0,no,no,21,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,90.05,1862.9,3.0
4183-WCSEP,yes,male,0,no,no,31,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,electronic check,78.45,2435.15,2.62
4184-TJFAN,yes,female,1,yes,yes,3,yes,no,fiber optic,yes,no,no,yes,yes,no,month-to-month,yes,mailed check,88.3,273.75,2.94
4184-VODJZ,no,male,0,yes,yes,63,yes,yes,fiber optic,no,yes,no,no,no,yes,one year,yes,electronic check,91.35,5764.7,3.04
4186-ZBUEW,no,female,0,no,no,36,yes,yes,dsl,no,yes,no,yes,no,yes,one year,yes,mailed check,70.7,2511.95,2.36
4187-CINZD,yes,female,1,no,no,46,yes,no,fiber optic,no,yes,no,no,yes,yes,one year,no,credit card (automatic),95.25,4424.2,3.18
4188-FRABG,no,male,0,yes,no,57,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,month-to-month,yes,electronic check,103.05,5925.75,3.44
4188-PCPIG,no,female,0,yes,no,57,yes,no,dsl,yes,yes,no,yes,yes,no,two year,yes,credit card (automatic),70.35,4124.65,2.34
4189-NAKJS,no,male,0,no,no,26,yes,yes,dsl,no,no,no,no,no,no,one year,yes,credit card (automatic),51.55,1295.4,1.72
4190-MFLUW,yes,female,0,yes,yes,10,yes,no,dsl,no,no,yes,yes,no,no,month-to-month,no,credit card (automatic),55.2,528.35,1.84
4191-XOVOM,no,male,0,no,no,63,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,no,electronic check,105.4,6713.2,3.51
4192-GORJT,yes,male,0,yes,no,5,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.45,498.1,3.15
4193-IBKSW,no,male,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),24.75,1769.6,0.82
4193-ORFCL,yes,female,1,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.1,45.1,1.5
4194-FJARJ,no,female,0,yes,yes,54,yes,yes,dsl,yes,no,no,yes,no,no,two year,no,bank transfer (automatic),60.0,3273.95,2.0
4194-WHFCB,no,female,0,yes,yes,59,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),96.65,5580.8,3.22
4195-NZGTA,no,female,0,no,no,1,no,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,25.25,25.25,0.84
4195-PNGZS,no,male,0,yes,yes,69,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),24.45,1718.2,0.82
4195-SMMNX,yes,male,0,no,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.35,33.2,0.68
4198-VFOEA,no,female,0,no,no,12,no,no,dsl,yes,no,no,yes,no,no,one year,yes,mailed check,33.6,435.45,1.12
4199-QHJNM,no,male,1,yes,no,67,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,no,bank transfer (automatic),102.9,6989.7,3.43
4201-JMNGR,yes,female,1,no,no,1,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,yes,electronic check,55.8,55.8,1.86
4203-QGNZA,no,female,0,no,yes,28,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.25,535.35,0.68
4208-UFFGW,yes,male,1,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.95,85.15,1.5
4210-QFJMF,yes,female,0,no,no,4,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.15,317.25,2.64
4211-MMAZN,yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.25,20.25,0.68
4213-HKBJO,no,female,0,no,no,33,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),25.7,826.1,0.86
4220-TINQT,no,female,0,yes,no,61,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,106.35,6751.35,3.54
4223-BKEOR,no,female,0,no,yes,21,yes,no,dsl,yes,no,yes,no,no,yes,one year,no,mailed check,64.85,1336.8,2.16
4223-WOZCM,no,male,1,no,no,2,yes,no,dsl,no,no,yes,no,no,no,month-to-month,no,mailed check,49.95,107.1,1.66
4226-KKDON,no,male,0,no,no,8,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,66.65,520.95,2.22
4227-OJHAL,no,female,0,yes,yes,68,yes,yes,dsl,yes,yes,yes,no,yes,no,one year,yes,credit card (automatic),73.0,5163.0,2.43
4228-ZGYUW,yes,male,0,no,no,4,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,90.05,368.1,3.0
4229-CZMLL,yes,male,0,no,no,6,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.9,469.8,2.5
4231-LZUYM,no,female,0,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),25.65,1887.0,0.86
4232-JGKIY,no,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,electronic check,19.2,19.2,0.64
4234-XTNEA,no,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.95,174.45,2.66
4236-UJPWO,no,female,0,no,no,2,no,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,24.5,46.4,0.82
4236-XPXAV,yes,female,0,yes,yes,5,yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,mailed check,99.15,465.05,3.3
4237-CLSMM,no,male,0,yes,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.0,38.0,0.67
4237-RLAQD,yes,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.85,45.85,1.53
4238-HFHSN,no,male,1,yes,no,61,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,82.15,4904.85,2.74
4238-JSSWH,no,female,1,yes,no,35,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),102.05,3452.55,3.4
4248-HCETZ,yes,male,1,yes,no,30,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,mailed check,79.65,2365.15,2.66
4248-QPAVC,yes,female,1,yes,no,17,yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),85.35,1463.45,2.84
4250-FDVOU,yes,female,0,no,no,6,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic check,56.25,389.1,1.88
4250-QVQRU,no reporta,male,0,no,yes,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.25,48.35,0.64
4250-WAROZ,no,male,1,yes,yes,60,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,93.25,5774.55,3.11
4250-ZBWLV,yes,male,0,no,no,68,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,no,electronic check,108.45,7176.55,3.62
4254-QPEDE,no,female,0,yes,no,52,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),66.25,3330.1,2.21
4255-DDUOU,yes,female,0,yes,yes,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.5,20.5,0.68
4256-ZWTZI,no,female,0,no,yes,5,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,51.0,286.8,1.7
4257-GAESD,no,female,0,no,no,6,no,no,dsl,no,no,no,no,yes,yes,month-to-month,no,credit card (automatic),45.0,298.7,1.5
4268-YNAHK,no reporta,male,0,no,yes,33,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,20.15,682.15,0.67
4273-MBHYA,no,female,0,no,yes,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.35,89.35,2.98
4274-DRSQT,no,female,0,no,no,66,yes,yes,fiber optic,no,yes,no,no,yes,no,one year,yes,bank transfer (automatic),88.9,6000.1,2.96
4274-OWWYO,yes,male,0,no,no,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.35,74.35,2.48
4277-BWBML,no,male,0,yes,yes,72,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.95,1322.85,0.66
4277-PVRAN,yes,female,0,no,no,8,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),80.1,679.3,2.67
4277-UDIEF,no,male,0,yes,yes,24,yes,yes,dsl,yes,no,no,yes,yes,yes,month-to-month,no,bank transfer (automatic),81.0,1923.85,2.7
4280-DLSHD,no,male,0,yes,no,8,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed check,54.75,445.85,1.82
4282-ACRXS,no,male,1,yes,no,38,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.85,955.75,0.83
4282-MSACW,no,male,0,no,no,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,credit card (automatic),117.2,8035.95,3.91
4282-YMKNA,yes,female,0,no,no,9,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.75,706.6,2.49
4283-FUTGF,yes,male,1,no,no,19,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,79.85,1471.75,2.66
4283-IVYCI,no,male,0,no,no,9,yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,no,mailed check,64.95,547.8,2.16
4285-GYRQC,yes,female,0,yes,no,7,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,86.25,587.1,2.88
4289-DTDKW,yes,male,0,yes,no,40,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,101.3,4113.1,3.38
4290-BSXUX,yes,male,0,yes,no,3,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),79.65,251.75,2.66
4290-UZSKY,no reporta,female,0,no,no,4,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.0,303.15,2.63
4291-HPAXL,no,male,0,no,yes,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.85,19.85,0.66
4291-HYEBC,no,female,1,yes,yes,28,no,no,dsl,no,yes,no,no,no,yes,one year,yes,electronic check,39.1,1096.6,1.3
4291-SHSBH,no,male,0,no,no,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.55,521.35,2.32
4291-TPNFG,no,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),82.3,5980.55,2.74
4291-YZODP,no,female,0,no,yes,7,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.05,96.8,0.67
4293-ETKAP,no,female,0,yes,yes,65,yes,yes,dsl,no,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),79.4,5071.9,2.65
4295-YURET,no,female,1,yes,yes,56,yes,no,dsl,yes,no,no,yes,yes,yes,two year,yes,credit card (automatic),72.6,4084.35,2.42
4298-OYIFC,no,male,0,yes,no,15,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,103.45,1539.8,3.45
4299-OPXEJ,no,female,0,no,no,56,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),19.55,1080.55,0.65
4299-SIMNS,no,male,0,no,no,9,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,81.15,784.45,2.7
4301-VVZKA,no,male,0,yes,no,16,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.4,1189.4,2.51
4302-ZYFEL,no,male,0,yes,yes,69,yes,no,no,no,no,no,no,no,no,one year,yes,credit card (automatic),20.55,1403.1,0.68
4304-TSPVK,no,female,0,yes,no,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),114.9,7843.55,3.83
4304-XUMGI,no,male,1,yes,yes,50,yes,yes,dsl,yes,yes,yes,no,no,yes,two year,yes,bank transfer (automatic),75.15,3822.45,2.51
4307-KTUMW,yes,male,0,yes,no,53,yes,yes,fiber optic,yes,no,yes,no,no,yes,month-to-month,no,electronic check,93.9,5029.2,3.13
4307-KWMXE,no,male,0,no,no,10,no,no,dsl,no,yes,no,yes,no,no,month-to-month,no,electronic check,35.75,389.8,1.19
4310-KEDTB,no,female,0,no,yes,26,no,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,29.8,786.5,0.99
4311-QTTAI,no,female,0,no,no,16,yes,no,no,no,no,no,no,no,no,one year,no,credit card (automatic),19.35,295.55,0.64
4312-GVYNH,no,female,0,yes,no,70,no,no,dsl,yes,no,yes,yes,no,yes,two year,yes,bank transfer (automatic),49.85,3370.2,1.66
4312-KFRXN,no,male,0,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,25.4,1710.9,0.85
4315-MURBD,yes,female,0,no,no,12,yes,no,fiber optic,yes,no,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),98.9,1120.95,3.3
4316-XCSLJ,no,male,0,no,yes,17,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,50.3,846.8,1.68
4317-VTEOA,yes,male,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,50.75,50.75,1.69
4318-RAJVY,no,female,0,no,no,10,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,19.8,198.25,0.66
4320-QMLLA,no,male,0,no,no,7,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,mailed check,54.85,370.4,1.83
4322-RCYMT,yes,male,0,yes,yes,68,yes,yes,dsl,no,yes,yes,yes,no,yes,one year,yes,bank transfer (automatic),75.8,5293.95,2.53
4323-ELYYB,no,male,0,yes,yes,13,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.0,218.55,0.67
4323-OHFOW,no,female,1,yes,no,70,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,bank transfer (automatic),105.55,7195.35,3.52
4323-SADQS,yes,male,0,yes,yes,7,no,no,dsl,yes,no,no,yes,no,no,month-to-month,yes,electronic check,34.5,279.25,1.15
4324-AHJKS,no,female,0,no,no,5,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,no,credit card (automatic),55.8,300.4,1.86
4324-BZCKL,no,female,0,yes,yes,10,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,mailed check,55.55,551.3,1.85
4325-NFSKC,yes,male,1,no,no,19,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,electronic check,90.6,1660.0,3.02
4328-VUFWD,no,female,0,no,no,39,yes,no,dsl,no,no,no,yes,no,yes,one year,no,electronic check,59.3,2209.15,1.98
4329-YPDDQ,no,male,0,no,no,20,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),108.2,2203.7,3.61
4332-MUOEZ,no,male,1,yes,yes,20,yes,no,fiber optic,yes,no,yes,yes,no,yes,one year,no,credit card (automatic),94.3,1818.3,3.14
4334-HOWRP,no,male,1,yes,no,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),64.95,4546.0,2.16
